customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,MultipleLines_No,MultipleLines_No phone service,MultipleLines_Yes,InternetService_DSL,InternetService_Fiber optic,InternetService_No,StreamingTV_No,StreamingTV_No internet service,StreamingTV_Yes,OnlineSecurity_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No,TechSupport_No internet service,TechSupport_Yes,StreamingMovies_No,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_Month-to-month,Contract_One year,Contract_Two year,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
9643-YBLUR,Female,0,0,0,61,1,0,86.45,5175.3,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0
9451-WLYRI,Female,1,1,0,19,1,1,94.95,1760.25,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
1494-EJZDW,Male,0,0,0,24,1,1,84.85,2048.8,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0
5995-OIGLP,Male,0,1,0,48,1,1,111.45,5315.1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0
7136-RVDTZ,Male,0,0,0,67,1,0,20.5,1430.95,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0
0958-YHXGP,Female,0,1,0,53,1,1,93.45,4872.2,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
4355-HBJHH,Male,0,1,1,68,1,0,62.65,4375.8,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0
6077-BDPXA,Female,0,1,0,68,1,0,118.6,7990.05,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
1791-PQHBB,Male,0,1,1,72,1,1,103.4,7372.65,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0
5748-RNCJT,Female,0,1,1,27,1,0,49.85,1336.15,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
6286-SUUWT,Female,0,1,0,67,1,0,75.1,5064.45,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1
9912-GVSEQ,Male,0,0,1,3,1,0,55.9,157.55,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1
8513-OLYGY,Male,0,1,1,71,1,1,66.85,4748.7,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0
8838-GPHZP,Male,0,0,0,40,0,0,36.0,1382.9,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0
0461-CVKMU,Male,1,1,0,30,1,1,101.5,2917.65,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
5871-DGTXZ,Female,0,0,0,7,1,1,53.65,404.35,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
4373-VVHQL,Female,0,0,0,14,1,1,71.0,914,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
4847-TAJYI,Male,0,0,0,35,1,1,89.2,3251.3,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
6527-PZFPV,Female,0,0,1,1,0,0,24.7,24.7,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
7669-LCRSD,Male,1,1,0,23,1,1,20.75,485.2,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
1113-IUJYX,Male,0,1,0,3,1,1,70.3,208.85,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
8434-VGEQQ,Male,0,1,0,10,1,1,70.1,659.65,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
5136-RGMZO,Male,0,0,0,1,1,0,55.05,55.05,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1
1216-BGTSP,Female,0,1,1,69,1,0,19.75,1375.4,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0
2157-MXBJS,Male,0,0,0,20,1,1,90.7,1781.35,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0
0924-BJCRC,Male,0,1,0,69,1,0,99.5,6841.45,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0
2580-ASVVY,Female,0,0,0,2,1,1,91.15,168.5,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
0883-EIBTI,Male,0,0,0,12,1,0,74.75,827.05,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0
8429-XIBUM,Female,0,0,0,9,1,1,94.75,889.9,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
4589-IUAJB,Female,0,0,0,60,0,1,44.45,2773.9,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0
9837-FWLCH,Male,0,0,1,43,0,1,40.45,1912.85,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0
3978-YNKDD,Female,0,0,0,58,1,1,71.1,4299.2,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0
3688-FTHLT,Male,0,1,0,64,1,1,104.05,6605.55,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0
8468-FZTOE,Male,0,1,1,72,1,1,25.2,1798.9,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0
2114-MGINA,Male,1,0,0,71,1,0,105.75,7382.85,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0
7294-TMAOP,Male,0,0,1,12,1,0,21.05,235.8,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0
3509-GWQGF,Female,0,0,0,1,1,0,18.85,18.85,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0
3351-NQLDI,Female,0,0,0,46,1,1,101.1,4674.4,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0
5555-RNPGT,Male,0,1,1,71,1,0,109.3,7782.85,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0
1895-QTKDO,Male,0,1,0,43,1,0,66.25,2907.35,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0
7641-TQFHN,Female,0,0,0,1,1,0,43.95,43.95,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
7328-ZJAJO,Male,0,1,0,60,1,1,109.45,6572.85,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0
7880-XSOJX,Male,0,1,0,63,1,1,84.65,5377.8,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0
5148-HKFIR,Male,1,1,0,11,1,1,70.2,834.7,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
6728-DKUCO,Male,0,1,1,48,1,0,111.8,5443.65,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0
5628-FCGYG,Female,0,0,0,69,1,0,24.6,1678.05,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
9933-QRGTX,Male,0,0,0,18,1,1,89.6,1633,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0
2408-TZMJL,Male,0,0,0,2,1,1,47.8,92.45,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
7989-VCQOH,Female,0,0,0,17,1,0,19.7,340.35,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0
6738-ISCBM,Female,0,0,0,9,1,1,20.45,147.55,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0
9817-APLHW,Male,0,0,0,34,1,1,105.35,3540.65,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
0365-BZUWY,Male,0,0,0,63,1,0,109.2,7049.75,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0
2209-XADXF,Male,0,0,0,10,0,0,29.5,255.25,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1
7173-TETGO,Male,0,1,0,70,1,0,84.6,5706.2,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0
1640-PLFMP,Male,0,1,0,14,1,0,50.2,668.85,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0
8332-OSJDW,Female,0,0,0,14,1,1,86.3,1180.95,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
9127-FHJBZ,Female,0,1,1,47,1,0,63.8,3007.25,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0
6919-ELBGL,Male,0,0,0,3,1,1,105.35,323.25,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0
8988-ECPJR,Male,1,0,0,2,1,1,74.85,156.4,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
3340-QBBFM,Female,0,1,1,70,1,0,24.7,1685.9,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0
5882-CMAZQ,Female,1,0,0,1,0,1,25.8,25.8,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
2982-VPSGI,Male,0,1,1,13,0,0,40.55,590.35,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1
7167-PCEYD,Female,0,1,0,36,1,0,80.4,2937.65,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
2525-GVKQU,Male,0,0,0,26,1,0,20.9,518.3,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1
8874-EJNSR,Male,0,1,1,25,1,1,25.4,546.85,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0
0580-PIQHM,Female,0,0,0,10,1,1,84.7,832.05,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
7339-POGZN,Male,0,0,0,5,1,1,92.5,452.7,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0
2811-POVEX,Male,0,1,0,50,1,1,98.25,4858.7,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
9839-ETQOE,Female,0,1,0,72,1,0,112.1,7965.95,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0
9894-EZEWG,Male,0,1,1,19,1,0,20.2,387.4,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
6122-LJADA,Female,0,1,1,36,1,0,19.2,702.9,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0
2984-RGEYA,Female,0,0,0,1,1,0,20.15,20.15,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1
0191-EQUUH,Female,1,0,0,13,1,1,74.3,940.35,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0
8996-ZROXE,Male,0,0,1,45,1,0,99.7,4634.35,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0
9003-CPATH,Male,0,1,0,72,1,1,89.05,6254.45,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0
1536-YHDOE,Female,0,0,0,10,1,1,20.9,247,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1
7379-POKDZ,Male,0,1,0,40,0,1,42.35,1716.45,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0
6199-IWKGC,Male,0,1,1,71,1,0,19.8,1396.25,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
7852-LECYP,Female,0,0,0,38,1,1,24.25,914.4,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
1958-RNRKS,Female,1,1,0,32,1,1,85.95,2628.6,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
7133-VBDCG,Female,0,0,0,72,1,1,114.9,8496.7,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
5533-RJFTJ,Male,0,1,0,65,1,1,99.35,6347.55,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0
6641-XRPSU,Male,0,1,1,40,1,0,19.6,808.95,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
7432-FFVAR,Male,0,1,1,63,1,1,89.4,5597.65,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0
5650-VDUDS,Male,0,1,0,62,1,1,23.75,1446.8,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
9691-HKOVS,Female,0,1,0,32,1,0,84.15,2585.95,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0
1448-CYWKC,Male,0,0,0,20,1,1,19.6,356.15,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0
8292-FRFZQ,Female,0,1,1,9,1,0,48.6,422.3,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
9451-LPGOO,Male,0,1,0,47,1,0,19.9,942.95,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0
2143-LJULT,Female,0,1,1,72,1,1,23.3,1623.15,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0
1090-PYKCI,Female,0,0,0,1,1,0,69.55,69.55,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
5899-OUVKV,Male,0,1,0,53,1,0,97.75,5043.2,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0
1357-BIJKI,Male,1,0,0,2,1,1,44.7,93.7,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
6416-TVAIH,Female,0,1,1,20,1,1,105.85,2239.65,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0
8993-IZEUX,Female,0,0,0,13,0,0,49.15,649.4,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0
3969-JQABI,Male,0,1,0,38,1,0,91.7,3479.05,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
8541-QVFKM,Male,0,1,1,67,1,0,67.85,4627.65,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
4803-LBYPN,Male,1,0,0,55,1,1,116.5,6382.55,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0
4139-JPIAM,Male,0,1,0,66,1,0,115.8,7942.15,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0
1964-SVLEA,Male,0,0,0,2,1,1,69.8,134.7,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
8387-MOJJT,Male,0,0,0,48,1,1,95.4,4445.3,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
3249-ZPQRG,Male,1,1,1,51,1,1,84.2,4146.05,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0
3161-ONRWK,Female,0,0,1,2,1,1,61.2,125.95,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0
1918-ZBFQJ,Male,0,1,0,59,1,1,110.15,6448.05,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0
3387-PLKUI,Female,0,1,0,6,1,0,45.65,323.45,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
9961-JBNMK,Male,0,1,1,12,1,0,19.7,258.35,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
8003-EWNDZ,Female,1,0,0,8,1,0,19.65,164.3,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0
1942-OQFRW,Female,0,1,1,3,1,0,19.3,54.7,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1
3170-NMYVV,Female,0,0,0,1,1,1,82.3,82.3,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0
6169-PGNCD,Female,0,1,1,4,1,1,58.5,224.85,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1
8914-RBTSB,Female,1,0,0,56,1,1,99.9,5706.3,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0
0868-VJRDR,Male,1,1,0,12,1,1,80.45,950.2,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
7982-VCELR,Male,0,1,1,30,1,0,21.25,711.9,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
3191-CSNMG,Female,1,0,0,1,0,1,36.45,36.45,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
3413-DHLPB,Female,0,1,1,56,1,1,24.45,1385.85,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
3716-BDVDB,Female,0,0,0,38,1,1,103.65,3988.5,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0
1423-BMPBQ,Male,0,1,1,47,1,1,99.35,4749.15,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
4459-BBGHE,Male,0,0,0,18,1,0,49.4,874.8,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
2483-XSSMZ,Female,0,0,0,71,1,1,111.25,7984.15,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
0323-XWWTN,Female,1,1,0,53,1,0,25.1,1275.6,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
7297-DVYGA,Female,0,0,0,30,1,1,48.8,1536.75,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
5996-NRVXR,Male,0,1,1,50,1,1,69.65,3442.15,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
1472-TNCWL,Male,0,1,1,17,1,1,62.1,1096.65,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1
1306-RPWXZ,Male,1,1,0,39,1,1,105.65,4284.8,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0
8048-DSDFQ,Female,0,1,0,63,1,1,109.25,6841.4,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0
2144-BFDSO,Female,0,0,0,35,1,0,60.55,1982.6,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0
0547-HURJB,Male,1,1,0,10,1,1,86.65,856.65,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
9992-RRAMN,Male,0,0,0,1,1,0,18.9,18.9,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1
1449-XQEMT,Female,1,0,0,59,1,1,79.2,4590.35,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0
9576-SYUHJ,Male,0,0,0,18,1,0,20.1,401.85,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1
3091-FYHKI,Male,0,0,0,1,1,0,54.3,54.3,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
4629-NRXKX,Female,0,1,0,39,0,0,55.9,2184.35,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0
8573-JGCZW,Male,1,0,0,20,1,1,84.35,1745.2,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
6825-UYPFK,Male,0,0,0,71,1,1,79.05,5552.5,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
6137-MFAJN,Female,0,0,0,31,0,1,49.85,1520.1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0
0644-OQMDK,Female,1,0,0,1,1,0,45.1,45.1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
9824-BEMCV,Male,0,0,0,64,1,1,104.4,6692.65,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0
4283-FUTGF,Female,0,0,1,34,1,1,116.15,3946.9,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0
6242-SGYTS,Female,0,0,0,33,1,0,25.7,826.1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
9507-EXLTT,Female,0,0,0,6,1,1,49.65,267.35,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0
0434-CSFON,Female,0,1,1,20,1,1,25.55,507.4,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0
9347-AERRL,Male,0,0,0,12,1,0,20.45,255.35,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1
5482-NUPNA,Female,0,1,0,70,1,0,19.45,1303.5,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0
