customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,MultipleLines_No,MultipleLines_No phone service,MultipleLines_Yes,InternetService_DSL,InternetService_Fiber optic,InternetService_No,StreamingTV_No,StreamingTV_No internet service,StreamingTV_Yes,OnlineSecurity_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No,TechSupport_No internet service,TechSupport_Yes,StreamingMovies_No,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_Month-to-month,Contract_One year,Contract_Two year,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,Churn
7409-KIUTL,Female,1,0,1,1,1,1,71.0,71,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1
9830-ECLEN,Male,0,1,1,58,0,0,50.0,2919.85,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0
1732-VHUBQ,Female,1,1,1,47,1,0,70.55,3309.25,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
0495-RVCBF,Female,0,0,0,1,1,1,79.7,79.7,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1
7854-EDSSA,Male,0,0,0,22,1,0,59.0,1254.7,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1
8869-TORSS,Female,0,0,0,48,1,1,60.35,2896.4,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1
7446-SFAOA,Female,0,1,0,37,1,1,19.85,717.5,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0
8234-GSZYK,Male,0,0,0,43,1,0,26.45,1110.05,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0
6164-HAQTX,Male,0,0,0,71,0,0,53.95,3888.65,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0
0679-IDSTG,Female,1,1,1,1,1,1,69.25,69.25,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1
7765-LWVVH,Female,0,1,1,72,1,1,95.1,6843.15,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
1658-TJVOA,Female,1,0,0,6,1,1,74.1,450.9,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
0953-LGOVU,Male,0,1,1,12,0,0,35.5,432.25,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0
2115-BFTIW,Male,0,0,0,25,1,0,70.95,1767.35,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1
7742-MYPGI,Female,0,1,1,6,1,1,48.8,297.35,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0
0611-DFXKO,Male,0,1,0,20,1,1,89.0,1820.45,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1
7780-OTDSO,Male,0,1,0,18,1,1,99.4,1742.95,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1
5622-UEJFI,Female,0,1,1,35,1,1,25.4,949.8,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
0674-DGMAQ,Male,1,1,0,32,1,1,93.5,2970.8,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0
0484-FFVBJ,Male,0,0,0,32,1,1,64.85,2010.95,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0
0301-FIDRB,Female,0,1,1,72,0,1,63.8,4684.3,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0
2761-XECQW,Male,1,1,0,8,0,1,43.35,371.4,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0
1936-CZAKF,Male,0,1,0,49,0,0,49.65,2409.9,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
9453-PATOS,Female,0,1,0,72,1,0,85.1,6155.4,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
0564-JJHGS,Male,0,0,0,9,1,1,95.5,829.1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1
1428-GTBJJ,Male,0,0,0,11,1,1,74.55,824.75,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1
2931-XIQBR,Female,0,1,1,50,1,0,103.05,5153.5,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0
0106-UGRDO,Female,0,1,0,69,1,1,116.0,8182.85,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
5542-TBBWB,Male,0,0,0,1,1,1,69.9,69.9,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
1930-QPBVZ,Male,0,1,1,68,1,0,95.1,6683.4,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0
5322-ZSMZY,Male,0,1,1,31,1,0,25.75,755.6,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
8059-UDZFY,Female,1,0,1,33,1,1,105.35,3465.05,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0
7740-BTPUX,Male,1,1,0,55,1,1,113.6,6292.7,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
5220-AGAAX,Male,0,1,1,68,1,1,24.0,1664.3,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0
0208-BPQEJ,Female,0,1,1,12,1,0,19.4,198.1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0
9435-JMLSX,Male,0,1,0,71,1,1,86.1,6045.9,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0
3352-ALMCK,Male,0,0,0,40,1,1,102.65,4108.15,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0
5312-IRCFR,Female,0,1,1,64,1,1,92.85,5980.75,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0
8802-UNOJF,Male,1,0,0,12,1,1,83.8,1029.75,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,1
6313-GIDIT,Male,1,0,0,53,0,1,54.45,2854.55,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1
6176-YJWAS,Male,0,1,0,72,1,1,97.95,7114.25,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0
5310-NOOVA,Male,0,0,0,46,1,0,19.95,907.05,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
4526-EXKKN,Male,0,0,0,40,1,1,24.6,973.95,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
3987-KQDDU,Male,0,0,0,9,1,0,75.6,661.55,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
3404-JNXAX,Female,0,1,1,51,1,1,80.75,4116.9,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0
5131-PONJI,Male,0,1,1,49,1,1,90.4,4494.65,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0
2845-AFFTX,Male,1,1,0,41,1,1,99.8,4259.3,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1
3489-VSFRD,Female,0,0,0,56,1,1,60.25,3282.75,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0
5815-HGGHV,Male,0,1,0,20,1,1,64.15,1274.45,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
5260-UMPWX,Female,0,1,1,26,1,1,20.25,493.95,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0
7410-YTJIK,Female,0,0,0,7,1,0,75.45,480.75,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1
4626-GYCZP,Male,0,0,0,7,1,1,93.85,635.6,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1
2674-MIAHT,Female,0,0,0,4,1,1,80.3,324.2,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
6898-MDLZW,Male,0,0,0,12,1,1,53.75,648.65,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0
3237-AJGEH,Female,0,1,1,3,0,1,31.0,95.05,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1
4707-YNOQA,Female,0,1,1,34,1,1,25.6,917.15,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
9357-UJRUN,Male,0,1,0,24,1,1,58.35,1346.9,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0
8648-PFRMP,Female,1,0,0,14,0,1,46.35,672.7,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0
7663-CUXZB,Male,0,1,0,59,1,0,113.75,6561.25,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
0258-NOKBL,Male,0,0,0,3,1,0,90.4,268.45,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0
1163-VIPRI,Female,0,1,1,65,1,0,109.3,7337.55,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
9348-ROUAI,Female,0,1,1,59,1,0,90.3,5194.05,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0
9443-JUBUO,Male,0,1,1,72,0,1,65.25,4478.85,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0
0596-BQCEQ,Female,0,1,1,62,1,1,100.15,6283.3,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1
1481-ZUWZA,Male,0,0,0,28,1,1,94.5,2659.4,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1
3043-TYBNO,Male,0,0,0,3,1,0,60.65,196.9,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0
2960-NKRSO,Male,0,0,0,24,1,1,85.95,2107.15,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0
5598-IKHQQ,Female,0,0,0,72,1,0,25.45,1866.45,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
4674-HGNUA,Male,0,1,1,71,1,0,89.9,6457.15,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0
6765-MBQNU,Female,0,1,0,26,1,0,26.0,684.05,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
6295-OSINB,Male,0,1,0,72,1,1,109.65,7880.25,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0
2309-OSFEU,Male,0,0,0,10,0,1,33.9,298.45,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1
2207-QPJED,Female,1,1,0,37,1,0,90.0,3371.75,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0
4177-JPDFU,Male,0,0,0,12,0,0,34.0,442.45,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0
8046-DNVTL,Male,0,1,0,62,0,1,38.6,2345.55,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0
6620-JDYNW,Female,0,0,0,18,1,1,60.6,1156.35,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0
1891-FZYSA,Male,1,1,0,69,1,1,89.95,6143.15,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1
4770-UEZOX,Male,0,0,0,2,1,1,74.75,144.8,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
1038-RQOST,Male,0,1,1,19,1,0,20.6,414.95,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
4568-TTZRT,Male,0,0,0,9,1,0,20.4,181.8,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
9513-DXHDA,Male,0,0,0,27,1,0,81.7,2212.55,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0
2640-PMGFL,Male,0,0,1,27,1,1,79.5,2180.55,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1
3801-HMYNL,Male,0,1,1,1,1,0,89.15,89.15,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1
0516-QREYC,Female,1,0,0,24,1,1,20.3,459.95,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
9685-WKZGT,Male,1,0,0,14,1,1,74.95,1036.75,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1
6022-UGGSO,Female,1,0,0,32,1,1,74.4,2276.95,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1
8084-OIVBS,Female,0,0,0,11,1,0,20.0,211.95,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
3865-QBWSJ,Male,1,0,1,38,1,1,80.45,3162.65,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
2160-GPFXD,Male,0,1,1,54,1,1,65.65,3566.7,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0
2065-MMKGR,Female,0,0,0,29,1,1,71.0,2080.1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
1498-NHTLT,Male,0,1,1,59,1,1,86.75,5186,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
4484-CGXFK,Female,0,0,0,3,1,1,55.3,196.15,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1
1402-PTHGN,Female,0,1,1,18,1,1,61.5,1087.45,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0
4176-RELJR,Male,1,0,0,67,1,0,25.1,1672.15,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
6214-EDAKZ,Female,0,1,1,22,1,0,55.15,1206.05,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1
5199-FPUSP,Male,0,0,1,33,0,0,34.05,1113.95,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0
0238-WHBIQ,Male,0,1,1,72,1,0,89.7,6339.3,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0
8735-NBLWT,Male,0,0,1,9,1,0,20.4,184.1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
6651-RLGGM,Male,0,1,1,67,1,0,26.3,1688.9,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
6127-ISGTU,Female,0,1,0,16,1,1,84.95,1378.25,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1
1614-JBEBI,Female,0,0,0,8,1,1,20.7,137.6,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
8740-XLHDR,Male,0,0,0,5,0,1,43.25,219,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,1
1208-DNHLN,Male,0,1,1,23,1,1,48.35,1067.15,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1
1761-AEZZR,Male,0,0,0,1,1,1,79.55,79.55,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1
3923-CSIHK,Female,1,1,0,50,1,1,71.05,3444.85,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1
5795-KTGUD,Female,0,1,0,68,1,1,110.8,7553.6,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0
7120-RFMVS,Male,0,0,0,1,1,0,84.5,84.5,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1
7924-GJZFI,Female,1,1,0,25,1,1,69.3,1813.1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
4702-HDRKD,Male,0,0,0,67,0,1,49.35,3321.35,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0
5456-ITGIC,Male,1,1,0,72,0,1,64.45,4641.1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0
7317-GGVPB,Male,0,1,0,71,1,1,108.6,7690.9,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1
1406-PUQVY,Male,0,0,1,1,1,1,49.9,49.9,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
1322-AGOQM,Male,0,0,0,46,0,0,30.3,1380.1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
5692-FPTAH,Female,0,0,0,1,1,1,45.4,45.4,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1
9114-AAFQH,Female,0,1,0,48,1,1,65.65,3094.65,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0
8715-KKTFG,Female,0,1,0,61,1,1,103.3,6518.35,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0
1728-BQDMA,Female,0,0,0,2,1,0,44.45,82.7,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
0268-QKIWO,Female,0,0,0,3,1,0,19.75,58.85,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1
5151-HQRDG,Male,0,1,0,37,1,1,55.05,2030.75,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
0960-HUWBM,Male,0,1,1,65,1,1,104.1,6700.05,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0
6465-GSRCL,Female,0,0,1,67,1,1,106.6,7244.7,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0
0263-FJTQO,Male,0,1,1,50,1,1,70.5,3486.65,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0
7319-ZNRTR,Male,0,1,1,25,1,0,19.6,411.15,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
2858-MOFSQ,Female,0,0,1,17,1,1,55.85,937.5,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,1
7503-EPSZW,Female,0,1,1,64,1,1,24.05,1559.15,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
7089-XXAYG,Male,0,1,0,25,0,1,38.1,970.4,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0
8070-AAWZP,Male,1,1,0,24,0,0,34.25,828.2,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0
1666-JXLKU,Female,0,0,0,37,1,1,100.05,3810.55,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0
5133-POWUA,Male,0,0,0,1,1,1,45.8,45.8,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
5652-MSDEY,Female,0,0,0,10,1,1,75.75,777.3,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
7005-CCBKV,Male,0,0,0,6,1,1,84.4,556.35,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1
1784-BXEFA,Female,0,0,0,10,1,1,20.55,187.35,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
7351-MHQVU,Female,0,0,0,6,0,0,50.95,307.6,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0
9224-VTYID,Male,0,1,1,47,1,1,90.5,4318.35,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
5762-TJXGK,Female,0,0,0,52,0,1,58.75,3038.55,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0
4504-YOULA,Female,0,1,1,35,1,1,59.45,2136.9,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
4250-FDVOU,Female,0,0,0,6,1,0,56.25,389.1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1
7284-ZZLOH,Male,0,1,0,45,1,0,53.3,2296.25,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0
5277-ZLOOR,Female,1,0,0,2,1,1,85.55,187.45,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1
2141-RRYGO,Female,0,0,0,4,1,1,68.65,261.25,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1
